transaction_id,customer_id,merchant_id,transaction_time,amount,device_type,channel,location,is_fraud,transaction_hour,is_night,is_high_amount,is_online,customer_avg_spend,merchant_fraud_rate
TXN000058,CUST0149,MER003,2025-02-23 00:03:00,96.7,mobile,online,Birmingham,1,0,1,0,1,111.987,0.05
TXN000059,CUST0196,MER017,2025-01-07 07:51:00,159.08,pos,card_present,Glasgow,0,7,0,0,0,122.74083333333333,0.1320754716981132
TXN000060,CUST0025,MER049,2025-04-28 11:42:00,28.11,atm,online,Birmingham,0,11,0,0,1,68.02230769230769,0.06521739130434782
TXN000061,CUST0079,MER012,2025-01-12 09:09:00,7.24,pos,card_present,Birmingham,0,9,0,0,0,86.61,0.047619047619047616
TXN000062,CUST0068,MER048,2025-03-26 20:17:00,96.45,web,card_present,Glasgow,0,20,0,0,0,153.37076923076924,0.0
TXN000063,CUST0173,MER047,2025-01-29 18:27:00,108.53,atm,online,London,0,18,0,0,1,137.3093333333333,0.038461538461538464
TXN000064,CUST0188,MER045,2025-05-27 06:51:00,246.61,pos,card_present,London,0,6,0,0,0,97.82176470588236,0.02127659574468085
TXN000065,CUST0012,MER001,2025-04-21 23:38:00,103.24,atm,transfer,London,0,23,1,0,0,105.11066666666667,0.0
TXN000066,CUST0032,MER017,2025-03-27 08:03:00,50.86,atm,card_present,London,0,8,0,0,0,216.07399999999998,0.1320754716981132
TXN000067,CUST0128,MER003,2025-06-02 01:18:00,194.95,atm,online,Birmingham,0,1,1,0,1,266.4281818181818,0.05
TXN000068,CUST0096,MER026,2025-06-15 10:13:00,93.26,pos,transfer,Manchester,0,10,0,0,0,78.72,0.10526315789473684
TXN000069,CUST0092,MER015,2025-04-02 02:29:00,9.91,mobile,transfer,Glasgow,0,2,1,0,0,86.0325,0.043478260869565216
TXN000070,CUST0141,MER036,2025-03-29 08:48:00,100.12,atm,card_present,Manchester,0,8,0,0,0,130.81733333333332,0.08333333333333333
TXN000071,CUST0031,MER032,2025-03-19 22:21:00,286.34,atm,card_present,Manchester,0,22,1,0,0,150.12000000000003,0.05263157894736842
TXN000072,CUST0078,MER032,2025-05-30 16:23:00,60.56,web,transfer,Leeds,0,16,0,0,0,52.181428571428576,0.05263157894736842
TXN000073,CUST0020,MER004,2025-06-19 05:25:00,42.17,mobile,card_present,London,0,5,1,0,0,70.79555555555555,0.02564102564102564
TXN000074,CUST0146,MER018,2025-01-10 04:34:00,18.58,pos,online,Birmingham,0,4,1,0,1,196.28285714285715,0.09090909090909091
TXN000075,CUST0060,MER049,2025-06-13 03:36:00,19.71,web,card_present,London,0,3,1,0,0,263.12777777777774,0.06521739130434782
TXN000076,CUST0191,MER019,2025-02-07 02:41:00,68.04,atm,card_present,London,0,2,1,0,0,93.21249999999999,0.10869565217391304
TXN000077,CUST0134,MER043,2025-01-01 14:06:00,108.67,web,transfer,Manchester,0,14,0,0,0,93.08500000000001,0.023255813953488372
TXN000078,CUST0160,MER035,2025-01-08 14:34:00,10.09,web,card_present,Leeds,0,14,0,0,0,102.38818181818182,0.05
TXN000079,CUST0093,MER040,2025-02-25 00:39:00,336.75,atm,card_present,London,0,0,1,1,0,233.40083333333334,0.08333333333333333
TXN000080,CUST0043,MER014,2025-06-19 23:21:00,168.85,mobile,card_present,Glasgow,0,23,1,0,0,82.16333333333334,0.08333333333333333
TXN000081,CUST0130,MER033,2025-02-02 07:14:00,106.01,mobile,online,Glasgow,0,7,0,0,1,277.7785714285714,0.1724137931034483
TXN000082,CUST0060,MER014,2025-03-03 06:36:00,211.54,web,card_present,London,0,6,0,0,0,263.12777777777774,0.08333333333333333
TXN000083,CUST0151,MER034,2025-03-09 18:19:00,10.03,atm,online,Manchester,0,18,0,0,1,115.458,0.09375
TXN000084,CUST0031,MER004,2025-04-06 12:21:00,77.74,pos,online,Manchester,0,12,0,0,1,150.12000000000003,0.02564102564102564
TXN000085,CUST0005,MER024,2025-04-22 22:17:00,119.34,web,online,Birmingham,0,22,1,0,1,203.26444444444445,0.03225806451612903
TXN000086,CUST0162,MER029,2025-01-30 05:41:00,211.69,pos,online,Leeds,0,5,1,0,1,272.0914285714286,0.09523809523809523
TXN000087,CUST0010,MER019,2025-02-14 16:03:00,183.6,web,transfer,Manchester,0,16,0,0,0,82.707,0.10869565217391304
TXN000088,CUST0089,MER006,2025-03-05 20:02:00,38.93,web,online,Birmingham,0,20,0,0,1,120.90714285714286,0.025
TXN000089,CUST0130,MER033,2025-05-12 08:19:00,1206.72,web,online,Glasgow,1,8,0,1,1,277.7785714285714,0.1724137931034483
TXN000090,CUST0126,MER049,2025-05-06 07:28:00,15.93,atm,online,Glasgow,0,7,0,0,1,151.95,0.06521739130434782
TXN000091,CUST0011,MER040,2025-05-03 16:19:00,249.66,pos,card_present,Glasgow,0,16,0,0,0,189.81333333333333,0.08333333333333333
TXN000092,CUST0178,MER019,2025-04-27 16:48:00,424.61,pos,online,London,0,16,0,1,1,266.1818181818182,0.10869565217391304
TXN000093,CUST0159,MER001,2025-06-13 15:39:00,23.4,mobile,transfer,Leeds,0,15,0,0,0,268.5157142857143,0.0
TXN000094,CUST0056,MER005,2025-03-30 13:34:00,153.64,atm,online,Birmingham,0,13,0,0,1,81.43571428571428,0.02631578947368421
TXN000095,CUST0083,MER027,2025-02-16 22:24:00,4.93,web,online,Leeds,0,22,1,0,1,25.235999999999997,0.02857142857142857
TXN000096,CUST0137,MER016,2025-03-14 14:17:00,62.39,web,transfer,London,0,14,0,0,0,214.25615384615384,0.08888888888888889
TXN000097,CUST0099,MER006,2025-02-24 11:57:00,87.15,mobile,online,Birmingham,0,11,0,0,1,143.4609090909091,0.025
TXN000098,CUST0149,MER040,2025-06-18 01:03:00,104.28,atm,card_present,Birmingham,0,1,1,0,0,111.987,0.08333333333333333
TXN000099,CUST0073,MER013,2025-01-30 12:53:00,329.75,web,online,Manchester,0,12,0,1,1,197.7825,0.021739130434782608
TXN000100,CUST0156,MER048,2025-01-02 06:28:00,133.86,mobile,online,Leeds,0,6,0,0,1,104.49266666666668,0.0
TXN000101,CUST0190,MER035,2025-01-02 07:57:00,78.77,mobile,online,Leeds,0,7,0,0,1,120.43700000000001,0.05
TXN000102,CUST0115,MER019,2025-01-15 07:38:00,199.08,web,transfer,Manchester,0,7,0,0,0,74.58,0.10869565217391304
TXN000103,CUST0007,MER012,2025-01-23 09:34:00,360.77,web,online,Glasgow,0,9,0,1,1,138.4825,0.047619047619047616
TXN000104,CUST0080,MER016,2025-03-15 02:52:00,10.21,web,online,London,1,2,1,0,1,234.06428571428572,0.08888888888888889
TXN000105,CUST0144,MER043,2025-06-22 01:46:00,485.61,atm,card_present,Leeds,0,1,1,1,0,127.82777777777778,0.023255813953488372
TXN000106,CUST0097,MER010,2025-02-02 21:22:00,10.81,pos,online,Manchester,0,21,0,0,1,123.08833333333332,0.02564102564102564
TXN000107,CUST0004,MER025,2025-01-14 23:28:00,202.09,mobile,online,Birmingham,0,23,1,0,1,147.34470588235294,0.05128205128205128
TXN000108,CUST0004,MER020,2025-03-27 23:01:00,130.76,mobile,transfer,Manchester,1,23,1,0,0,147.34470588235294,0.14285714285714285
TXN000109,CUST0103,MER031,2025-06-18 07:13:00,17.01,pos,online,Glasgow,0,7,0,0,1,207.53699999999998,0.0
TXN000110,CUST0040,MER004,2025-05-13 06:15:00,69.55,mobile,card_present,London,0,6,0,0,0,100.34400000000001,0.02564102564102564
TXN000111,CUST0017,MER044,2025-02-15 12:25:00,553.83,web,online,Glasgow,1,12,0,1,1,136.466,0.1
TXN000112,CUST0101,MER023,2025-02-27 01:40:00,57.55,web,transfer,Birmingham,0,1,1,0,0,230.46470588235294,0.023255813953488372
TXN000113,CUST0103,MER002,2025-03-03 01:58:00,6.73,pos,online,Birmingham,0,1,1,0,1,207.53699999999998,0.07142857142857142
TXN000114,CUST0124,MER022,2025-04-08 20:57:00,109.79,atm,transfer,Birmingham,0,20,0,0,0,140.82533333333333,0.020833333333333332
TXN000115,CUST0052,MER037,2025-04-03 13:31:00,279.23,pos,transfer,Birmingham,0,13,0,0,0,168.909,0.06451612903225806
TXN000116,CUST0052,MER008,2025-01-28 15:29:00,57.99,mobile,online,Manchester,0,15,0,0,1,168.909,0.07894736842105263
TXN000117,CUST0164,MER007,2025-03-23 01:48:00,29.25,atm,card_present,Birmingham,0,1,1,0,0,68.10153846153845,0.07692307692307693
TXN000118,CUST0124,MER014,2025-01-04 16:07:00,70.13,pos,card_present,Birmingham,0,16,0,0,0,140.82533333333333,0.08333333333333333
TXN000119,CUST0166,MER003,2025-06-28 22:25:00,5.95,atm,online,Manchester,0,22,1,0,1,80.08666666666666,0.05
TXN000120,CUST0178,MER050,2025-04-25 21:39:00,206.1,mobile,online,Birmingham,0,21,0,0,1,266.1818181818182,0.09090909090909091
TXN000121,CUST0063,MER016,2025-01-06 21:52:00,210.08,atm,card_present,Glasgow,0,21,0,0,0,129.89875,0.08888888888888889
TXN000122,CUST0116,MER019,2025-04-02 22:54:00,106.41,pos,online,Glasgow,0,22,1,0,1,100.4475,0.10869565217391304
TXN000123,CUST0191,MER018,2025-05-15 19:48:00,52.27,mobile,online,Leeds,0,19,0,0,1,93.21249999999999,0.09090909090909091
TXN000124,CUST0062,MER016,2025-03-17 14:32:00,193.0,web,online,Glasgow,0,14,0,0,1,133.92714285714285,0.08888888888888889
TXN000125,CUST0007,MER008,2025-04-15 08:48:00,97.08,pos,card_present,London,0,8,0,0,0,138.4825,0.07894736842105263
TXN000126,CUST0155,MER033,2025-06-22 15:04:00,209.8,pos,transfer,London,0,15,0,0,0,125.3409090909091,0.1724137931034483
TXN000127,CUST0092,MER049,2025-06-22 01:14:00,119.78,mobile,transfer,London,0,1,1,0,0,86.0325,0.06521739130434782
TXN000128,CUST0014,MER012,2025-03-06 15:10:00,184.12,mobile,online,Manchester,0,15,0,0,1,326.68555555555554,0.047619047619047616
TXN000129,CUST0199,MER011,2025-02-25 09:27:00,109.52,web,card_present,Glasgow,0,9,0,0,0,143.94166666666666,0.125
TXN000130,CUST0086,MER005,2025-03-09 22:29:00,64.16,pos,online,London,0,22,1,0,1,90.59666666666666,0.02631578947368421
TXN000131,CUST0133,MER027,2025-04-20 12:06:00,380.26,mobile,card_present,Leeds,0,12,0,1,0,241.75625,0.02857142857142857
TXN000132,CUST0183,MER012,2025-04-27 04:50:00,93.47,web,online,Manchester,0,4,1,0,1,101.35166666666667,0.047619047619047616
TXN000133,CUST0130,MER017,2025-06-06 03:41:00,111.49,web,card_present,Leeds,0,3,1,0,0,277.7785714285714,0.1320754716981132
TXN000134,CUST0062,MER006,2025-01-30 05:18:00,29.89,mobile,card_present,Glasgow,0,5,1,0,0,133.92714285714285,0.025
TXN000135,CUST0149,MER033,2025-03-15 19:28:00,117.91,pos,transfer,Birmingham,0,19,0,0,0,111.987,0.1724137931034483
TXN000136,CUST0079,MER005,2025-02-28 00:04:00,101.73,atm,online,Leeds,0,0,1,0,1,86.61,0.02631578947368421
TXN000137,CUST0149,MER028,2025-06-08 02:05:00,24.52,atm,transfer,Birmingham,0,2,1,0,0,111.987,0.046511627906976744
TXN000138,CUST0138,MER014,2025-01-09 11:39:00,35.17,web,transfer,Manchester,1,11,0,0,0,147.6625,0.08333333333333333
TXN000139,CUST0058,MER005,2025-01-01 03:55:00,111.27,atm,card_present,Leeds,0,3,1,0,0,149.599,0.02631578947368421
TXN000140,CUST0120,MER033,2025-01-30 19:29:00,173.11,atm,online,Leeds,0,19,0,0,1,93.23071428571428,0.1724137931034483
TXN000141,CUST0167,MER050,2025-03-30 09:49:00,88.93,mobile,card_present,Manchester,0,9,0,0,0,124.31875,0.09090909090909091
TXN000142,CUST0133,MER048,2025-02-16 20:04:00,30.86,web,card_present,Manchester,0,20,0,0,0,241.75625,0.0
TXN000143,CUST0065,MER041,2025-04-07 23:19:00,131.78,pos,card_present,London,0,23,1,0,0,173.2607142857143,0.04
TXN000144,CUST0013,MER019,2025-03-12 17:14:00,10.02,web,online,Glasgow,0,17,0,0,1,86.2725,0.10869565217391304
TXN000145,CUST0181,MER022,2025-05-21 04:24:00,69.97,mobile,online,Leeds,0,4,1,0,1,113.68692307692308,0.020833333333333332
TXN000146,CUST0082,MER005,2025-05-17 11:13:00,21.4,atm,card_present,Leeds,0,11,0,0,0,106.00928571428572,0.02631578947368421
TXN000147,CUST0173,MER002,2025-02-28 17:15:00,24.47,pos,online,Manchester,0,17,0,0,1,137.3093333333333,0.07142857142857142
TXN000148,CUST0160,MER030,2025-02-21 04:18:00,106.24,mobile,transfer,Manchester,1,4,1,0,0,102.38818181818182,0.05555555555555555
TXN000149,CUST0164,MER047,2025-03-28 10:10:00,58.67,atm,online,Glasgow,0,10,0,0,1,68.10153846153845,0.038461538461538464
TXN000150,CUST0188,MER039,2025-06-22 10:40:00,6.3,web,online,Manchester,0,10,0,0,1,97.82176470588236,0.10526315789473684
TXN000151,CUST0139,MER004,2025-04-05 18:47:00,60.86,pos,transfer,Birmingham,0,18,0,0,0,122.54923076923077,0.02564102564102564
TXN000152,CUST0191,MER033,2025-04-27 03:11:00,86.02,web,card_present,Birmingham,0,3,1,0,0,93.21249999999999,0.1724137931034483
TXN000153,CUST0149,MER013,2025-01-31 12:05:00,79.23,web,transfer,Birmingham,0,12,0,0,0,111.987,0.021739130434782608
TXN000154,CUST0052,MER020,2025-06-28 21:15:00,57.9,web,transfer,Birmingham,0,21,0,0,0,168.909,0.14285714285714285
TXN000155,CUST0183,MER007,2025-04-06 03:43:00,219.27,atm,card_present,Glasgow,0,3,1,0,0,101.35166666666667,0.07692307692307693
TXN000156,CUST0117,MER015,2025-03-02 16:28:00,18.84,pos,card_present,Leeds,0,16,0,0,0,248.40444444444444,0.043478260869565216
TXN000157,CUST0026,MER023,2025-01-06 13:27:00,84.55,pos,online,Birmingham,0,13,0,0,1,100.56714285714285,0.023255813953488372
TXN000158,CUST0196,MER014,2025-06-29 00:42:00,7.69,atm,card_present,Manchester,0,0,1,0,0,122.74083333333333,0.08333333333333333
TXN000159,CUST0034,MER023,2025-05-01 01:44:00,8.86,atm,transfer,Birmingham,0,1,1,0,0,79.123,0.023255813953488372
TXN000160,CUST0052,MER019,2025-02-10 16:36:00,456.77,mobile,online,Glasgow,1,16,0,1,1,168.909,0.10869565217391304
TXN000161,CUST0112,MER029,2025-03-26 02:21:00,100.17,mobile,card_present,Manchester,0,2,1,0,0,74.47777777777777,0.09523809523809523
TXN000162,CUST0082,MER020,2025-04-23 05:15:00,252.48,web,transfer,Birmingham,0,5,1,0,0,106.00928571428572,0.14285714285714285
TXN000163,CUST0180,MER029,2025-03-03 17:01:00,97.94,web,online,Leeds,0,17,0,0,1,115.43714285714285,0.09523809523809523
TXN000164,CUST0157,MER024,2025-06-27 06:26:00,385.64,pos,transfer,Manchester,0,6,0,1,0,256.1025,0.03225806451612903
TXN000165,CUST0166,MER018,2025-03-02 05:40:00,13.04,mobile,transfer,Manchester,1,5,1,0,0,80.08666666666666,0.09090909090909091
TXN000166,CUST0042,MER010,2025-01-11 18:44:00,12.38,mobile,transfer,Leeds,0,18,0,0,0,160.70999999999998,0.02564102564102564
TXN000167,CUST0021,MER041,2025-04-15 09:54:00,5.41,atm,online,Manchester,0,9,0,0,1,124.58388888888891,0.04
TXN000168,CUST0042,MER008,2025-04-18 15:22:00,116.02,mobile,transfer,Birmingham,1,15,0,0,0,160.70999999999998,0.07894736842105263
TXN000169,CUST0141,MER026,2025-04-02 01:49:00,93.52,pos,card_present,Manchester,0,1,1,0,0,130.81733333333332,0.10526315789473684
TXN000170,CUST0113,MER029,2025-06-14 13:13:00,124.47,web,online,Birmingham,0,13,0,0,1,189.68125,0.09523809523809523
TXN000171,CUST0105,MER010,2025-03-29 03:41:00,5.6,pos,card_present,Leeds,0,3,1,0,0,142.86499999999998,0.02564102564102564
TXN000172,CUST0192,MER017,2025-01-15 07:31:00,350.19,atm,transfer,London,0,7,0,1,0,169.23444444444442,0.1320754716981132
TXN000173,CUST0017,MER002,2025-04-13 19:36:00,221.54,pos,transfer,Leeds,0,19,0,0,0,136.466,0.07142857142857142
TXN000174,CUST0120,MER006,2025-01-10 18:20:00,42.22,atm,transfer,Birmingham,0,18,0,0,0,93.23071428571428,0.025
TXN000175,CUST0137,MER005,2025-05-29 15:37:00,9.64,mobile,online,Glasgow,0,15,0,0,1,214.25615384615384,0.02631578947368421
TXN000176,CUST0169,MER028,2025-05-30 09:28:00,22.34,mobile,transfer,Leeds,0,9,0,0,0,135.38,0.046511627906976744
TXN000177,CUST0129,MER041,2025-06-28 01:21:00,16.29,atm,transfer,Glasgow,0,1,1,0,0,123.49555555555555,0.04
TXN000178,CUST0130,MER005,2025-01-31 01:43:00,15.79,web,card_present,Glasgow,0,1,1,0,0,277.7785714285714,0.02631578947368421
TXN000179,CUST0060,MER018,2025-05-13 03:19:00,87.72,pos,card_present,Birmingham,0,3,1,0,0,263.12777777777774,0.09090909090909091
TXN000180,CUST0048,MER026,2025-05-24 03:18:00,33.86,web,transfer,Birmingham,0,3,1,0,0,132.32,0.10526315789473684
TXN000181,CUST0029,MER020,2025-04-22 08:39:00,53.21,pos,transfer,London,0,8,0,0,0,68.37285714285714,0.14285714285714285
TXN000182,CUST0097,MER041,2025-06-06 02:21:00,546.83,mobile,online,Manchester,0,2,1,1,1,123.08833333333332,0.04
TXN000183,CUST0010,MER049,2025-01-28 13:51:00,138.36,mobile,online,Leeds,0,13,0,0,1,82.707,0.06521739130434782
TXN000184,CUST0058,MER027,2025-04-10 07:46:00,357.07,mobile,transfer,Birmingham,0,7,0,1,0,149.599,0.02857142857142857
TXN000185,CUST0188,MER049,2025-02-20 22:20:00,18.46,pos,card_present,Leeds,0,22,1,0,0,97.82176470588236,0.06521739130434782
TXN000186,CUST0021,MER012,2025-05-22 02:13:00,57.78,mobile,transfer,Glasgow,0,2,1,0,0,124.58388888888891,0.047619047619047616
TXN000187,CUST0028,MER007,2025-05-21 16:32:00,97.09,mobile,online,Manchester,0,16,0,0,1,96.24923076923076,0.07692307692307693
TXN000188,CUST0034,MER003,2025-06-01 11:34:00,9.58,mobile,card_present,London,0,11,0,0,0,79.123,0.05
TXN000189,CUST0008,MER010,2025-03-13 12:14:00,0.5,mobile,card_present,Leeds,0,12,0,0,0,128.18529411764706,0.02564102564102564
TXN000190,CUST0187,MER034,2025-04-14 22:06:00,133.2,web,online,Manchester,0,22,1,0,1,71.505,0.09375
TXN000191,CUST0200,MER025,2025-04-08 09:36:00,123.21,mobile,transfer,London,0,9,0,0,0,100.22888888888889,0.05128205128205128
TXN000192,CUST0177,MER035,2025-04-15 06:48:00,63.48,mobile,transfer,Leeds,0,6,0,0,0,60.48428571428571,0.05
TXN000193,CUST0079,MER016,2025-02-17 00:48:00,80.72,web,transfer,Manchester,0,0,1,0,0,86.61,0.08888888888888889
TXN000194,CUST0145,MER002,2025-04-25 15:28:00,165.38,mobile,online,Birmingham,1,15,0,0,1,143.2209090909091,0.07142857142857142
TXN000195,CUST0188,MER024,2025-01-08 19:26:00,2.92,pos,card_present,Leeds,0,19,0,0,0,97.82176470588236,0.03225806451612903
TXN000196,CUST0087,MER010,2025-05-03 15:50:00,49.02,atm,online,Manchester,0,15,0,0,1,109.25857142857144,0.02564102564102564
TXN000197,CUST0088,MER038,2025-06-23 11:13:00,23.39,mobile,transfer,London,0,11,0,0,0,114.59777777777776,0.025
TXN000198,CUST0173,MER022,2025-04-14 18:53:00,12.43,mobile,online,Manchester,0,18,0,0,1,137.3093333333333,0.020833333333333332
TXN000199,CUST0069,MER026,2025-03-30 17:56:00,376.81,mobile,card_present,Birmingham,0,17,0,1,0,161.02846153846153,0.10526315789473684
TXN000200,CUST0160,MER043,2025-04-27 08:07:00,109.76,pos,online,Leeds,0,8,0,0,1,102.38818181818182,0.023255813953488372
