customer_id,avg_fraud_probability,transaction_count,fraud_flag_count,risk_score
CUST0193,0.028049473835664345,6,0,0.01963463168496504
CUST0056,0.027913471029231952,7,0,0.019539429720462364
CUST0015,0.027896055422802896,5,0,0.019527238795962028
CUST0029,0.027880382346360328,7,0,0.019516267642452227
CUST0164,0.02727613986504563,13,0,0.01909329790553194
CUST0115,0.0271709718768432,6,0,0.01901968031379024
CUST0111,0.02649070038356913,9,0,0.01854349026849839
CUST0170,0.025949005302114324,8,0,0.018164303711480024
CUST0140,0.02496694993008912,4,0,0.017476864951062383
CUST0020,0.024929381797064765,9,0,0.017450567257945335
CUST0102,0.024827386889789405,10,0,0.017379170822852584
CUST0177,0.02341671874536464,7,0,0.01639170312175525
CUST0085,0.02340315755875393,7,0,0.016382210291127748
CUST0077,0.023028124095098062,5,0,0.01611968686656864
CUST0083,0.021435693409134395,5,0,0.015004985386394075
CUST0078,0.019358996896632234,7,0,0.013551297827642562
